activity_id,activity_type,activity_date,subject,notes_summary,outcome,next_step,status,advisor_id,household_id,account_id
CRM00003869,Note,2023-06-15 00:00:00,Note with HH01061,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Create opportunity,Active,ADV0075,HH01061,ACCT003192
CRM00003870,Task,2025-11-09 00:00:00,Task with HH01069,Discussed managed account review and client goals.,Interested,No action,Active,ADV0076,HH01069,ACCT003212
CRM00003871,Call,2025-05-24 00:00:00,Call with HH01070,Follow-up required on fixed income allocation.,No Response,Discuss with manager,Active,ADV0076,HH01070,ACCT003214
CRM00003872,Task,2024-03-22 00:00:00,Task with HH01063,Follow-up required on fixed income allocation.,Not Interested,Discuss with manager,Active,ADV0076,HH01063,ACCT003196
CRM00003873,Meeting,2024-08-20 00:00:00,Meeting with HH01072,No recent engagement; requires proactive outreach.,Scheduled Follow-up,No action,Active,ADV0076,HH01072,ACCT003217
CRM00003874,Prospecting,2025-10-03 00:00:00,Prospecting with HH01063,Client expressed interest in tax-aware investment approach.,Completed,Create opportunity,Active,ADV0076,HH01063,ACCT003197
CRM00003875,Task,2025-07-18 00:00:00,Task with HH01067,Reviewed retirement income needs and cash balance.,Not Interested,Send material,Active,ADV0076,HH01067,ACCT003206
CRM00003876,Task,2025-08-08 00:00:00,Task with HH01076,Prospecting activity for new household acquisition.,Scheduled Follow-up,Schedule review,Active,ADV0076,HH01076,ACCT003226
CRM00003877,Meeting,2024-11-04 00:00:00,Meeting with HH01076,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Schedule review,Active,ADV0076,HH01076,ACCT003227
CRM00003878,Prospecting,2025-12-07 00:00:00,Prospecting with HH01076,Reviewed retirement income needs and cash balance.,Not Interested,Schedule review,Active,ADV0076,HH01076,ACCT003228
CRM00003879,Client Review,2024-02-25 00:00:00,Client Review with HH01074,Reviewed retirement income needs and cash balance.,No Response,Send material,Active,ADV0076,HH01074,ACCT003222
CRM00003880,Email,2024-11-26 00:00:00,Email with HH01070,Follow-up required on fixed income allocation.,No Response,Send material,Active,ADV0076,HH01070,ACCT003214
CRM00003881,Follow-up,2025-06-06 00:00:00,Follow-up with HH01077,No recent engagement; requires proactive outreach.,No Response,Discuss with manager,Active,ADV0076,HH01077,ACCT003229
CRM00003882,Follow-up,2023-05-12 00:00:00,Follow-up with HH01065,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Discuss with manager,Active,ADV0076,HH01065,ACCT003203
CRM00003883,Email,2023-04-14 00:00:00,Email with HH01070,Reviewed retirement income needs and cash balance.,Completed,Send material,Active,ADV0076,HH01070,ACCT003213
CRM00003884,Email,2023-04-03 00:00:00,Email with HH01073,Client expressed interest in tax-aware investment approach.,No Response,Discuss with manager,Active,ADV0076,HH01073,ACCT003219
CRM00003885,Client Review,2023-04-16 00:00:00,Client Review with HH01073,No recent engagement; requires proactive outreach.,Completed,Schedule review,Active,ADV0076,HH01073,ACCT003220
CRM00003886,Note,2023-05-02 00:00:00,Note with HH01063,Client expressed interest in tax-aware investment approach.,Not Interested,Schedule review,Active,ADV0076,HH01063,ACCT003197
CRM00003887,Follow-up,2023-08-24 00:00:00,Follow-up with HH01074,No recent engagement; requires proactive outreach.,Not Interested,Schedule review,Active,ADV0076,HH01074,ACCT003222
CRM00003888,Email,2023-06-11 00:00:00,Email with HH01068,No recent engagement; requires proactive outreach.,Scheduled Follow-up,No action,Active,ADV0076,HH01068,ACCT003208
CRM00003889,Follow-up,2025-12-23 00:00:00,Follow-up with HH01073,Client expressed interest in tax-aware investment approach.,Interested,No action,Active,ADV0076,HH01073,ACCT003221
CRM00003890,Client Review,2024-01-04 00:00:00,Client Review with HH01069,Discussed managed account review and client goals.,Scheduled Follow-up,Schedule review,Active,ADV0076,HH01069,ACCT003211
CRM00003891,Meeting,2024-01-11 00:00:00,Meeting with HH01063,Follow-up required on fixed income allocation.,Not Interested,No action,Active,ADV0076,HH01063,ACCT003197
CRM00003892,Meeting,2025-05-09 00:00:00,Meeting with HH01076,Follow-up required on fixed income allocation.,No Response,Schedule review,Active,ADV0076,HH01076,ACCT003228
CRM00003893,Task,2024-04-01 00:00:00,Task with HH01077,Follow-up required on fixed income allocation.,Interested,Send material,Active,ADV0076,HH01077,ACCT003229
CRM00003894,Follow-up,2023-11-11 00:00:00,Follow-up with HH01073,No recent engagement; requires proactive outreach.,Completed,Discuss with manager,Active,ADV0076,HH01073,ACCT003219
CRM00003895,Task,2025-02-03 00:00:00,Task with HH01071,No recent engagement; requires proactive outreach.,Completed,Schedule review,Active,ADV0076,HH01071,ACCT003216
CRM00003896,Prospecting,2024-11-06 00:00:00,Prospecting with HH01077,Follow-up required on fixed income allocation.,Completed,Send material,Active,ADV0076,HH01077,ACCT003229
CRM00003897,Email,2024-08-14 00:00:00,Email with HH01068,Reviewed retirement income needs and cash balance.,Interested,Send material,Active,ADV0076,HH01068,ACCT003208
CRM00003898,Call,2023-06-21 00:00:00,Call with HH01076,Prospecting activity for new household acquisition.,Completed,Create opportunity,Active,ADV0076,HH01076,ACCT003226
CRM00003899,Call,2024-02-25 00:00:00,Call with HH01073,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,No action,Active,ADV0076,HH01073,ACCT003219
CRM00003900,Client Review,2024-08-22 00:00:00,Client Review with HH01071,Reviewed retirement income needs and cash balance.,Not Interested,Schedule review,Active,ADV0076,HH01071,ACCT003216
CRM00003901,Note,2023-10-22 00:00:00,Note with HH01069,No recent engagement; requires proactive outreach.,No Response,Schedule review,Active,ADV0076,HH01069,ACCT003212
CRM00003902,Task,2024-10-07 00:00:00,Task with HH01063,Follow-up required on fixed income allocation.,Interested,No action,Active,ADV0076,HH01063,ACCT003196
CRM00003903,Call,2025-09-14 00:00:00,Call with HH01064,Discussed managed account review and client goals.,Scheduled Follow-up,No action,Active,ADV0076,HH01064,ACCT003199
CRM00003904,Task,2023-11-20 00:00:00,Task with HH01063,Reviewed retirement income needs and cash balance.,Completed,No action,Active,ADV0076,HH01063,ACCT003197
CRM00003905,Call,2024-07-06 00:00:00,Call with HH01067,Prospecting activity for new household acquisition.,Scheduled Follow-up,No action,Active,ADV0076,HH01067,ACCT003206
CRM00003906,Note,2023-11-15 00:00:00,Note with HH01077,Reviewed retirement income needs and cash balance.,Completed,Schedule review,Active,ADV0076,HH01077,ACCT003230
CRM00003907,Follow-up,2023-09-07 00:00:00,Follow-up with HH01070,Client expressed interest in tax-aware investment approach.,Completed,No action,Active,ADV0076,HH01070,ACCT003213
CRM00003908,Call,2025-03-01 00:00:00,Call with HH01073,Prospecting activity for new household acquisition.,Completed,Schedule review,Active,ADV0076,HH01073,ACCT003221
CRM00003909,Note,2024-10-11 00:00:00,Note with HH01067,Prospecting activity for new household acquisition.,Interested,No action,Active,ADV0076,HH01067,ACCT003207
CRM00003910,Call,2024-05-08 00:00:00,Call with HH01075,No recent engagement; requires proactive outreach.,Completed,Schedule review,Active,ADV0076,HH01075,ACCT003225
CRM00003911,Email,2023-08-19 00:00:00,Email with HH01071,Discussed managed account review and client goals.,No Response,Create opportunity,Active,ADV0076,HH01071,ACCT003215
CRM00003912,Call,2023-12-23 00:00:00,Call with HH01077,Reviewed retirement income needs and cash balance.,Interested,Schedule review,Active,ADV0076,HH01077,ACCT003230
CRM00003913,Task,2023-11-23 00:00:00,Task with HH01075,Prospecting activity for new household acquisition.,Scheduled Follow-up,Discuss with manager,Active,ADV0076,HH01075,ACCT003225
CRM00003914,Client Review,2025-07-08 00:00:00,Client Review with HH01074,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Send material,Active,ADV0076,HH01074,ACCT003223
CRM00003915,Meeting,2025-02-05 00:00:00,Meeting with HH01090,Follow-up required on fixed income allocation.,Completed,Create opportunity,Active,ADV0077,HH01090,ACCT003269
CRM00003916,Email,2025-09-03 00:00:00,Email with HH01085,Follow-up required on fixed income allocation.,Completed,Schedule review,Active,ADV0077,HH01085,ACCT003253
CRM00003917,Prospecting,2024-03-08 00:00:00,Prospecting with HH01078,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Schedule review,Active,ADV0077,HH01078,ACCT003233
CRM00003918,Task,2025-04-13 00:00:00,Task with HH01091,Prospecting activity for new household acquisition.,Scheduled Follow-up,Send material,Active,ADV0077,HH01091,ACCT003270
CRM00003919,Note,2023-08-26 00:00:00,Note with HH01079,No recent engagement; requires proactive outreach.,Scheduled Follow-up,No action,Active,ADV0077,HH01079,ACCT003235
CRM00003920,Prospecting,2024-01-23 00:00:00,Prospecting with HH01078,Follow-up required on fixed income allocation.,No Response,Create opportunity,Active,ADV0077,HH01078,ACCT003232
CRM00003921,Client Review,2025-10-11 00:00:00,Client Review with HH01081,Discussed managed account review and client goals.,Not Interested,Schedule review,Active,ADV0077,HH01081,ACCT003239
CRM00003922,Client Review,2025-11-21 00:00:00,Client Review with HH01081,Follow-up required on fixed income allocation.,Completed,Schedule review,Active,ADV0077,HH01081,ACCT003240
CRM00003923,Client Review,2023-06-09 00:00:00,Client Review with HH01080,Client expressed interest in tax-aware investment approach.,Completed,No action,Active,ADV0077,HH01080,ACCT003238
CRM00003924,Note,2025-09-18 00:00:00,Note with HH01085,No recent engagement; requires proactive outreach.,Not Interested,No action,Active,ADV0077,HH01085,ACCT003252
CRM00003925,Prospecting,2023-08-17 00:00:00,Prospecting with HH01086,Follow-up required on fixed income allocation.,Completed,Schedule review,Active,ADV0077,HH01086,ACCT003254
CRM00003926,Follow-up,2024-07-08 00:00:00,Follow-up with HH01079,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Discuss with manager,Active,ADV0077,HH01079,ACCT003234
CRM00003927,Email,2024-05-26 00:00:00,Email with HH01078,Reviewed retirement income needs and cash balance.,No Response,Create opportunity,Active,ADV0077,HH01078,ACCT003232
CRM00003928,Call,2025-11-21 00:00:00,Call with HH01087,Discussed managed account review and client goals.,Interested,Schedule review,Active,ADV0077,HH01087,ACCT003259
CRM00003929,Email,2024-02-08 00:00:00,Email with HH01080,Discussed managed account review and client goals.,No Response,Send material,Active,ADV0077,HH01080,ACCT003237
CRM00003930,Prospecting,2025-07-05 00:00:00,Prospecting with HH01083,Client expressed interest in tax-aware investment approach.,Interested,Send material,Active,ADV0077,HH01083,ACCT003245
CRM00003931,Prospecting,2024-07-05 00:00:00,Prospecting with HH01089,Discussed managed account review and client goals.,Scheduled Follow-up,Schedule review,Active,ADV0077,HH01089,ACCT003263
CRM00003932,Follow-up,2023-12-24 00:00:00,Follow-up with HH01085,No recent engagement; requires proactive outreach.,Completed,Create opportunity,Active,ADV0077,HH01085,ACCT003252
CRM00003933,Email,2025-04-09 00:00:00,Email with HH01086,Discussed managed account review and client goals.,No Response,Create opportunity,Active,ADV0077,HH01086,ACCT003256
CRM00003934,Note,2024-11-19 00:00:00,Note with HH01089,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Create opportunity,Active,ADV0077,HH01089,ACCT003263
CRM00003935,Email,2024-05-03 00:00:00,Email with HH01088,Prospecting activity for new household acquisition.,Interested,Create opportunity,Active,ADV0077,HH01088,ACCT003262
CRM00003936,Client Review,2024-10-06 00:00:00,Client Review with HH01090,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0077,HH01090,ACCT003266
CRM00003937,Client Review,2023-01-13 00:00:00,Client Review with HH01080,Discussed managed account review and client goals.,Not Interested,No action,Active,ADV0077,HH01080,ACCT003237
CRM00003938,Client Review,2024-02-12 00:00:00,Client Review with HH01085,Prospecting activity for new household acquisition.,Scheduled Follow-up,Discuss with manager,Active,ADV0077,HH01085,ACCT003253
CRM00003939,Follow-up,2023-02-17 00:00:00,Follow-up with HH01085,Follow-up required on fixed income allocation.,Scheduled Follow-up,No action,Active,ADV0077,HH01085,ACCT003252
CRM00003940,Note,2023-09-22 00:00:00,Note with HH01085,Client expressed interest in tax-aware investment approach.,Completed,Send material,Active,ADV0077,HH01085,ACCT003253
CRM00003941,Email,2024-07-24 00:00:00,Email with HH01090,Prospecting activity for new household acquisition.,Completed,Schedule review,Active,ADV0077,HH01090,ACCT003268
CRM00003942,Call,2024-09-03 00:00:00,Call with HH01089,Prospecting activity for new household acquisition.,Interested,Schedule review,Active,ADV0077,HH01089,ACCT003265
CRM00003943,Meeting,2024-06-19 00:00:00,Meeting with HH01089,Follow-up required on fixed income allocation.,Scheduled Follow-up,Create opportunity,Active,ADV0077,HH01089,ACCT003263
CRM00003944,Follow-up,2024-02-05 00:00:00,Follow-up with HH01087,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Send material,Active,ADV0077,HH01087,ACCT003259
CRM00003945,Call,2023-05-07 00:00:00,Call with HH01079,Client expressed interest in tax-aware investment approach.,Not Interested,Create opportunity,Active,ADV0077,HH01079,ACCT003234
CRM00003946,Note,2023-12-18 00:00:00,Note with HH01078,Client expressed interest in tax-aware investment approach.,Interested,Discuss with manager,Active,ADV0077,HH01078,ACCT003233
CRM00003947,Email,2024-05-17 00:00:00,Email with HH01090,Discussed managed account review and client goals.,Completed,No action,Active,ADV0077,HH01090,ACCT003266
CRM00003948,Email,2025-09-01 00:00:00,Email with HH01079,Prospecting activity for new household acquisition.,Interested,Send material,Active,ADV0077,HH01079,ACCT003236
CRM00003949,Call,2024-01-11 00:00:00,Call with HH01078,Follow-up required on fixed income allocation.,Scheduled Follow-up,No action,Active,ADV0077,HH01078,ACCT003231
CRM00003950,Follow-up,2024-07-07 00:00:00,Follow-up with HH01085,Prospecting activity for new household acquisition.,Completed,No action,Active,ADV0077,HH01085,ACCT003252
CRM00003951,Client Review,2023-10-06 00:00:00,Client Review with HH01088,Follow-up required on fixed income allocation.,Interested,Schedule review,Active,ADV0077,HH01088,ACCT003261
CRM00003952,Email,2023-02-07 00:00:00,Email with HH01091,No recent engagement; requires proactive outreach.,No Response,Send material,Active,ADV0077,HH01091,ACCT003270
CRM00003953,Follow-up,2024-08-14 00:00:00,Follow-up with HH01091,Reviewed retirement income needs and cash balance.,No Response,Send material,Active,ADV0077,HH01091,ACCT003270
CRM00003954,Task,2023-11-15 00:00:00,Task with HH01088,Follow-up required on fixed income allocation.,No Response,Create opportunity,Active,ADV0077,HH01088,ACCT003261
CRM00003955,Task,2023-06-10 00:00:00,Task with HH01088,Discussed managed account review and client goals.,Interested,Discuss with manager,Active,ADV0077,HH01088,ACCT003262
